file,start,end,speaker,gender,age,birth_year,prompt,duration,text,emotion,emotion_ling,happy_ling,angry_ling,sad_ling,scared_ling,neutral_ling,angry_ac,happy_ac,neutral_ac,sad_ac,scared_ac,emotion_ac
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:01.058000,0 days 00:00:03.550000,M_26,male,34,1991,rf,2.492,Bahn investiert 12 Milliarden in den Nahverkehr.,unknown,scared,0.2222690880298614,0.243325874209404,0.1350004225969314,0.2871615588665008,0.1122430562973022,-2.841,0.653,3.586,-1.414,-1.243,neutral
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:04.194000,0 days 00:00:10.174000,M_26,male,34,1991,rf,5.98,Mit rund 12 Milliarden Euro will die Deutsche Bahn den Nahverkehr fit für die Zukunft machen und kundenfreundlichere Züge anbieten.,unknown,neutral,0.2249945998191833,0.2193705886602401,0.1290609091520309,0.1969847083091735,0.2295892387628555,-1.832,1.757,1.066,-3.703,0.762,happy
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:10.754000,0 days 00:00:13.854000,M_26,male,34,1991,rf,3.1,Für den Fahrgastverband ProBahn ist die Investition nur ein Anfang.,unknown,happy,0.2753867506980896,0.2129132747650146,0.1489812433719635,0.1590757817029953,0.2036429196596145,-1.54,1.228,2.515,-2.905,-0.782,neutral
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:15.010000,0 days 00:00:17.758000,M_26,male,34,1991,rf,2.748,Die Deutsche Bahn will rund 12 Milliarden Euro in den Nahverkehr stecken.,unknown,happy,0.2569193840026855,0.2498378902673721,0.1455923616886139,0.2337114065885543,0.1139389276504516,-1.142,1.534,3.528,-3.263,-2.063,neutral
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:18.242000,0 days 00:00:26.814000,M_26,male,34,1991,rf,8.572,Davon sollen bis 2030 mehr als 11 Milliarden Euro in modernere Züge fließen und 900 Millionen Euro in neue Busse wie der Staatskonzern DB.,unknown,angry,0.255725622177124,0.3078062236309051,0.1137867867946624,0.2113911658525467,0.1112902164459228,-2.378,1.115,1.013,-2.534,1.051,happy
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:26.914000,0 days 00:00:29.758000,M_26,male,34,1991,rf,2.844,zur Branchenmesse Zukunft Nahverkehr in Berlin mitteilte.,unknown,angry,0.2343344092369079,0.2530805170536041,0.184796467423439,0.219771072268486,0.1080175191164016,-2.0,0.518,3.209,-1.73,-1.193,neutral
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:32.226000,0 days 00:00:34.878000,M_26,male,34,1991,rf,2.652,wie die Alltagsmobilität auf ein neues Level gehoben werden kann.,unknown,happy,0.3097201585769653,0.2061195224523544,0.1055667176842689,0.1673808544874191,0.2112127691507339,-1.005,1.624,2.46,-3.545,-1.097,neutral
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:35.490000,0 days 00:00:39.070000,M_26,male,34,1991,rf,3.58,sagte die für den Regionalverkehr zuständige Konzernchefin Evelyn Paller.,unknown,sad,0.1802233904600143,0.24599489569664,0.2466498911380767,0.219845712184906,0.1072860956192016,-2.398,0.491,3.111,-1.408,-0.968,neutral
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:41.570000,0 days 00:00:45.246000,M_26,male,34,1991,rf,3.676,"Dazu brauchen wir einfache, bequeme Mobilitätslösungen von Tür zu Tür.",unknown,happy,0.3377919793128967,0.1957442164421081,0.1175193339586258,0.1724244058132171,0.1765201240777969,0.511,1.923,0.089,-4.858,0.467,happy
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:45.410000,0 days 00:00:49.086000,M_26,male,34,1991,rf,3.676,kundengerechte Busse und Züge sowie digitale Auskunfts- und Ticketlösungen.,unknown,angry,0.2260042130947113,0.2811637818813324,0.1828034967184066,0.1957782506942749,0.1142502799630165,-1.902,0.798,1.752,-2.223,0.093,neutral
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:52.834000,0 days 00:00:55.326000,M_26,male,34,1991,rf,2.492,"Nach dem Start des Deutschland-Tickets sei es nun wichtig,",unknown,angry,0.2528828382492065,0.2643111050128937,0.2044811397790908,0.1960808634757995,0.0822441354393959,-2.217,1.252,0.452,-2.944,1.535,scared
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:55.842000,0 days 00:00:59.198000,M_26,male,34,1991,rf,3.356,"das Angebot im öffentlichen Personennahverkehr, ÖPNV, zu erhöhen.",unknown,happy,0.3404920101165771,0.217091292142868,0.1698145121335983,0.1668278276920318,0.1057743653655052,-1.449,1.176,2.854,-2.724,-1.249,neutral
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_ri.wav,0 days 00:00:17.922000,0 days 00:00:21.054000,M_26,male,34,1991,ri,3.132,Die Kartoffeln schälen und in ca. 2 mm dünne Scheiben schneiden.,unknown,angry,0.2230875641107559,0.3095292747020721,0.1329339295625686,0.2198391258716583,0.1146101132035255,-1.156,1.417,3.416,-3.237,-1.848,neutral
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_ri.wav,0 days 00:00:23.330000,0 days 00:00:25.470000,M_26,male,34,1991,ri,2.14,fein gehackt und gepresst dazugeben.,unknown,angry,0.1687704175710678,0.3520583510398865,0.165117546916008,0.1996571719646453,0.1143964454531669,-2.362,0.379,0.587,-1.537,1.403,scared
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_ri.wav,0 days 00:00:26.018000,0 days 00:00:31.326000,M_26,male,34,1991,ri,5.308,Etwas Salz und Pfeffer sowie Rosmarin beifügen und mit den Kartoffelscheiben sanft aufkochen lassen.,unknown,angry,0.2061311155557632,0.3417622148990631,0.1392189711332321,0.2395159602165222,0.0733717381954193,-2.75,1.143,1.137,-2.494,1.166,scared
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_ri.wav,0 days 00:00:31.682000,0 days 00:00:35.230000,M_26,male,34,1991,ri,3.548,"Dann unter häufigem, vorsichtigem Rühren ca. 10 Minuten köcheln lassen.",unknown,angry,0.3348759710788727,0.3645146191120147,0.1177912130951881,0.0916594788432121,0.091158777475357,-2.642,0.309,1.835,-1.221,0.355,neutral
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_ri.wav,0 days 00:00:38.146000,0 days 00:00:40.318000,M_26,male,34,1991,ri,2.172,Die Kartoffelmasse einfüllen und mit Käse bestreuen.,unknown,angry,0.3474027812480926,0.3554061353206634,0.0739416554570198,0.1584168672561645,0.0648325607180595,-0.804,1.809,1.747,-4.147,-0.387,happy
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_ri.wav,0 days 00:00:40.802000,0 days 00:00:43.006000,M_26,male,34,1991,ri,2.204,Im vorkeitzenden Ofen bei 220 Grad.,unknown,angry,0.1349749863147735,0.3405678570270538,0.2155399322509765,0.1929850876331329,0.1159321144223213,-3.028,0.618,1.453,-1.578,0.959,neutral
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_ri.wav,0 days 00:00:43.202000,0 days 00:00:47.294000,M_26,male,34,1991,ri,4.092,Ober- und Unterhitze ca. 15-20 Minuten auf mittlerer Schiene überbacken.,unknown,neutral,0.0350215137004852,0.0543174967169761,0.0276319365948438,0.0381792038679122,0.8448498249053955,-2.165,1.418,0.694,-3.18,1.304,happy
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sc.wav,0 days 00:00:07.490000,0 days 00:00:10.078000,M_26,male,34,1991,sc,2.588,Und das besteht wie eine...,unknown,neutral,0.1496656388044357,0.1836327165365219,0.1472264230251312,0.1822431981563568,0.3372319936752319,-5.271,-3.073,4.035,5.339,-0.94,sad
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sc.wav,0 days 00:00:11.618000,0 days 00:00:14.302000,M_26,male,34,1991,sc,2.684,Arten aus zwei verschiedenen Soßen.,unknown,neutral,0.2004567384719848,0.18995101749897,0.1685605347156524,0.2129835784435272,0.2280480712652206,-4.909,-1.297,2.021,2.205,1.042,sad
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sc.wav,0 days 00:00:41.026000,0 days 00:00:43.870000,M_26,male,34,1991,sc,2.844,"Als Würzung für beides immer Salz, Pfeffer, Muskatnuss.",unknown,angry,0.2071773558855056,0.252039760351181,0.1827962398529052,0.2412628233432769,0.1167237982153892,-2.642,0.157,2.473,-0.971,-0.22,neutral
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sc.wav,0 days 00:00:49.442000,0 days 00:00:51.934000,M_26,male,34,1991,sc,2.492,dann ganz klassisch abwechselnd mit,unknown,neutral,0.122526578605175,0.1091988012194633,0.0692741274833679,0.0931681618094444,0.6058323383331299,-2.629,0.465,3.166,-1.114,-1.039,neutral
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sc.wav,0 days 00:00:52.610000,0 days 00:00:54.718000,M_26,male,34,1991,sc,2.108,Nudelplatten dazwischen und,unknown,neutral,0.1591381430625915,0.2302376925945282,0.158305212855339,0.1515746712684631,0.3007442355155945,-4.577,-2.104,3.729,3.445,-0.781,neutral
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sc.wav,0 days 00:01:00.066000,0 days 00:01:02.974000,M_26,male,34,1991,sc,2.908,"Also ja, kann ich selber zubereiten. Habe ich auch schon öfter gemacht.",unknown,happy,0.3159765899181366,0.2002605944871902,0.1904678791761398,0.1024310812354087,0.1908638775348663,-2.393,1.38,0.025,-2.97,1.962,scared
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sc.wav,0 days 00:01:06.754000,0 days 00:01:08.766000,M_26,male,34,1991,sc,2.012,zeitintensiv ist vielleicht zu einmal im Monat.,unknown,neutral,0.1334397494792938,0.1790605634450912,0.1761079579591751,0.1926404535770416,0.3187512457370758,-4.25,-0.714,3.879,0.821,-0.637,neutral
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:00:03.586000,0 days 00:00:08.830000,M_26,male,34,1991,sp,5.244,"sieht mir aus wie ein Instagram Reel, weil ich rechts oben das...",unknown,angry,0.1708097904920578,0.2657347023487091,0.171491727232933,0.2411857098340988,0.1507780402898788,-5.583,-1.628,2.814,2.993,0.626,sad
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:00:10.178000,0 days 00:00:12.766000,M_26,male,34,1991,sp,2.588,Typisch für Instagram sehe und unten links.,unknown,neutral,0.1584897637367248,0.2170423865318298,0.1437826603651046,0.1455172896385193,0.3351679146289825,-5.671,-2.008,3.39,3.661,0.097,sad
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:00:12.898000,0 days 00:00:17.342000,M_26,male,34,1991,sp,4.444,der Umrandung des Profils auch in den Farben von Instagram ist.,unknown,happy,0.3600472211837768,0.1984253078699112,0.1242846325039863,0.1923557370901107,0.1248871088027954,-5.548,-2.123,1.468,3.727,1.727,sad
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:00:23.618000,0 days 00:00:27.486000,M_26,male,34,1991,sp,3.868,"Icons mit Like, Kommentar und Teilen.",unknown,happy,0.2972259521484375,0.1056797727942466,0.1533614546060562,0.2208613455295562,0.2228715121746063,-3.825,-1.058,3.718,1.667,-1.065,neutral
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:00:30.850000,0 days 00:00:40.254000,M_26,male,34,1991,sp,9.404,"gehe ich davon aus, dass es mit Musik untermalt ist, weil unten der Track angezeigt wird, der währenddessen abgespielt wird.",unknown,happy,0.2488141357898712,0.2455572187900543,0.1253300756216049,0.241702064871788,0.1385965347290039,-4.193,-1.051,2.629,1.72,0.1,neutral
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:00:48.994000,0 days 00:00:52.542000,M_26,male,34,1991,sp,3.548,"Wie sie das anschaut, ist offensichtlich kein Follower, sonst wäre der Button.",unknown,neutral,0.0859433561563491,0.2170236259698867,0.1503015011548996,0.1277765184640884,0.4189550280570984,-3.872,-1.499,2.417,2.238,0.066,neutral
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:00:58.082000,0 days 00:01:00.638000,M_26,male,34,1991,sp,2.556,Akku vielleicht zu 70% voll ist.,unknown,angry,0.2165096551179886,0.2185277640819549,0.193983256816864,0.1963920146226883,0.1745873093605041,-4.953,-0.834,1.34,1.603,1.631,scared
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:01:00.962000,0 days 00:01:03.262000,M_26,male,34,1991,sp,2.3,"die Person, die das anschaut, mit.",unknown,sad,0.1693624854087829,0.1324181407690048,0.2537638545036316,0.2010318487882614,0.2434237152338028,-5.05,-1.566,1.662,2.5,1.539,sad
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:01:18.306000,0 days 00:01:21.278000,M_26,male,34,1991,sp,2.972,"einen Menschen, augenscheinlich einen Mann.",unknown,angry,0.1495133936405182,0.2397340238094329,0.1750861853361129,0.2200976908206939,0.2155687361955642,-3.456,0.274,2.888,-0.707,-0.255,neutral
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:01:27.746000,0 days 00:01:29.822000,M_26,male,34,1991,sp,2.076,"dicht im Bart, längere Haare.",unknown,neutral,0.1380568891763687,0.2152518779039383,0.1887194663286209,0.2225155234336853,0.2354561984539032,-4.366,-2.73,3.263,4.427,-0.659,sad
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:01:37.250000,0 days 00:01:40.382000,M_26,male,34,1991,sp,3.132,Darauf lässt die Couch im linken Teil des Bildes schließen.,unknown,neutral,0.2034537345170974,0.2098213583230972,0.1024220138788223,0.1495879292488098,0.3347149491310119,-4.586,-1.759,2.922,2.838,0.044,neutral
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:01:41.474000,0 days 00:01:43.678000,M_26,male,34,1991,sp,2.204,Und rechts eine Art Kommode.,unknown,neutral,0.1303449422121048,0.2161824703216552,0.1178819462656974,0.1452973335981369,0.3902933001518249,-5.596,-2.746,3.028,4.909,0.164,sad
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:01:44.802000,0 days 00:01:47.934000,M_26,male,34,1991,sp,3.132,"Links davon digitale Geräte befinden, ein Tablet und...",unknown,angry,0.1622027456760406,0.3024483621120453,0.1580321192741394,0.2070378512144088,0.1702788323163986,-5.906,-2.508,3.935,4.484,-0.323,sad
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:02:04.098000,0 days 00:02:06.334000,M_26,male,34,1991,sp,2.236,"gießt sie etwas ein, es sieht aus, als wäre es...",unknown,happy,0.3242427706718445,0.2843974232673645,0.0964588597416877,0.1572905033826828,0.1376104056835174,-5.418,-1.683,2.575,3.203,0.604,sad
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:02:11.330000,0 days 00:02:13.662000,M_26,male,34,1991,sp,2.332,"Essen auf dem Tisch, vielleicht Kuchen oder so in der Art.",unknown,neutral,0.336718738079071,0.0846639275550842,0.1023382842540741,0.0901334434747695,0.386145532131195,-5.495,-1.315,2.343,2.249,1.218,neutral
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:02:20.226000,0 days 00:02:25.310000,M_26,male,34,1991,sp,5.084,"Oder verspätetes Frühstück, je nachdem, wenn es 12.32 Uhr ist. Aber das ist ja bloß die Zeit, wo es eingeguckt wurde.",unknown,neutral,0.077748991549015,0.2304542958736419,0.1148247048258781,0.1387252509593963,0.4382467865943908,-5.176,-1.156,1.629,2.135,1.498,sad
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:02:31.554000,0 days 00:02:33.982000,M_26,male,34,1991,sp,2.428,sich in dem Raum mitbefinden. Eine sitzt auf dem Tisch.,unknown,neutral,0.1256255209445953,0.1001335978507995,0.1069794744253158,0.1074664443731308,0.5597949624061584,-4.072,-0.589,2.326,0.516,0.707,neutral
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:02:34.082000,0 days 00:02:36.190000,M_26,male,34,1991,sp,2.108,"ihm gegenüber, anderer Stammenseite.",unknown,scared,0.1093293204903602,0.1928212195634842,0.1947721987962722,0.2561732828617096,0.2469040006399154,-5.36,-1.611,2.798,2.764,0.653,neutral
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:02:38.978000,0 days 00:02:41.214000,M_26,male,34,1991,sp,2.236,Tonischen Musikanlage und guckt ihn an.,unknown,angry,0.2274602502584457,0.2970149219036102,0.1292514652013778,0.1849138736724853,0.161359503865242,-3.708,0.066,4.463,-0.255,-1.549,neutral
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:02:42.210000,0 days 00:02:47.614000,M_26,male,34,1991,sp,5.404,"Die, die auf dem Tisch sitzt, die Katze, schaut die dritte Katze an, die sich in den Vorhang gekrallt hat.",unknown,angry,0.0752258226275444,0.3633362650871277,0.2005583494901657,0.2180915176868438,0.1427879929542541,-2.884,-0.246,0.632,-0.306,1.485,scared
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:02:50.594000,0 days 00:02:52.990000,M_26,male,34,1991,sp,2.396,semi-transparent zugezogen.,unknown,neutral,0.0309595670551061,0.034353669732809,0.0320940501987934,0.0311989951878786,0.8713937401771545,-6.059,-2.309,3.376,4.121,0.348,sad
