file,start,end,speaker,gender,age,birth_year,prompt,duration,text,emotion,emotion_ling,happy_ling,angry_ling,sad_ling,scared_ling,neutral_ling
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_mi.wav,0 days 00:00:09.570000,0 days 00:00:14.014000,M_26,male,34,1991,mi,4.444,"dass wegen nächster Woche, wegen der Geburtstagsfeier, die...",unknown,happy,0.7932959794998169,0.09137201309204102,0.03518643602728844,0.05691187083721161,0.023233650252223015
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_mi.wav,0 days 00:00:14.530000,0 days 00:00:19.102000,M_26,male,34,1991,mi,4.572,"Das Wichtige schon gesagt, Ange erwähnt hatte, ist meine Familie auch mit dabei, weil...",unknown,angry,0.2525293827056885,0.30271026492118835,0.18227140605449677,0.1829242706298828,0.07956471294164658
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_mi.wav,0 days 00:00:20.834000,0 days 00:00:24.190000,M_26,male,34,1991,mi,3.356,"da sind, weil die gerade Urlaub machen und die sind aber voll entspannt und",unknown,happy,0.9134387373924255,0.0010847268858924508,0.0004966064007021487,0.0004213938373140991,0.08455857634544373
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_mi.wav,0 days 00:00:24.450000,0 days 00:00:30.238000,M_26,male,34,1991,mi,5.788,"Die werden sich auch nicht groß einmischen, wenn das nicht gewollt ist. So kannst du mal sagen, das kriegen wir auf jeden Fall hin.",unknown,neutral,0.03509800136089325,0.016301928088068962,0.028089551255106926,0.020288752391934395,0.9002218246459961
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_mi.wav,0 days 00:00:32.034000,0 days 00:00:34.846000,M_26,male,34,1991,mi,2.8120000000000003,"Du hattest gesagt, du willst 17 Uhr starten, glaube ich.",unknown,happy,0.5367971658706665,0.1496204286813736,0.144272118806839,0.0891290083527565,0.0801813080906868
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_mi.wav,0 days 00:00:39.138000,0 days 00:00:42.462000,M_26,male,34,1991,mi,3.324,"Dazu würde ich nur noch mal fragen, würde ich...",unknown,happy,0.36478832364082336,0.19507211446762085,0.21790307760238647,0.14458081126213074,0.07765568792819977
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_mi.wav,0 days 00:00:42.754000,0 days 00:00:45.918000,M_26,male,34,1991,mi,3.164,"schreibe ich dir nochmal, was wir genau noch alles brauchen.",unknown,happy,0.32257598638534546,0.25344452261924744,0.1406434029340744,0.19960279762744904,0.0837332084774971
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_mi.wav,0 days 00:00:56.642000,0 days 00:00:59.326000,M_26,male,34,1991,mi,2.684,"du von dir auch aus sagst, okay, deine Freunde, die du mitbringst, die...",unknown,happy,0.36230677366256714,0.16497081518173218,0.14529043436050415,0.1307673156261444,0.1966646909713745
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_mi.wav,0 days 00:01:08.706000,0 days 00:01:18.706000,M_26,male,34,1991,mi,10.0,"Zwecks dem Tanzen habe ich auch einen DJ bestellt, wie du dir gewünscht hast. Und da kannst du dich auf eine Party mit sehr viel Energie und Gedanken machen.",unknown,happy,0.7625738382339478,0.09473949670791626,0.04079458490014076,0.06537798047065735,0.036514103412628174
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:01.058000,0 days 00:00:03.550000,M_26,male,34,1991,rf,2.492,Bahn investiert 12 Milliarden in den Nahverkehr.,unknown,scared,0.22226908802986145,0.243325874209404,0.13500042259693146,0.28716155886650085,0.11224305629730225
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:04.194000,0 days 00:00:10.174000,M_26,male,34,1991,rf,5.98,Mit rund 12 Milliarden Euro will die Deutsche Bahn den Nahverkehr fit für die Zukunft machen und kundenfreundlichere Züge anbieten.,unknown,neutral,0.22499459981918335,0.21937058866024017,0.12906090915203094,0.19698470830917358,0.22958923876285553
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:10.754000,0 days 00:00:13.854000,M_26,male,34,1991,rf,3.1,Für den Fahrgastverband ProBahn ist die Investition nur ein Anfang.,unknown,happy,0.2753867506980896,0.21291327476501465,0.1489812433719635,0.1590757817029953,0.20364291965961456
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:15.010000,0 days 00:00:17.758000,M_26,male,34,1991,rf,2.748,Die Deutsche Bahn will rund 12 Milliarden Euro in den Nahverkehr stecken.,unknown,happy,0.25691938400268555,0.24983789026737213,0.1455923616886139,0.23371140658855438,0.11393892765045166
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:18.242000,0 days 00:00:26.814000,M_26,male,34,1991,rf,8.572,Davon sollen bis 2030 mehr als 11 Milliarden Euro in modernere Züge fließen und 900 Millionen Euro in neue Busse wie der Staatskonzern DB.,unknown,angry,0.255725622177124,0.30780622363090515,0.11378678679466248,0.2113911658525467,0.11129021644592285
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:26.914000,0 days 00:00:29.758000,M_26,male,34,1991,rf,2.844,zur Branchenmesse Zukunft Nahverkehr in Berlin mitteilte.,unknown,angry,0.23433440923690796,0.2530805170536041,0.18479646742343903,0.21977107226848602,0.10801751911640167
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:32.226000,0 days 00:00:34.878000,M_26,male,34,1991,rf,2.652,wie die Alltagsmobilität auf ein neues Level gehoben werden kann.,unknown,happy,0.30972015857696533,0.20611952245235443,0.10556671768426895,0.16738085448741913,0.21121276915073395
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:35.490000,0 days 00:00:39.070000,M_26,male,34,1991,rf,3.58,sagte die für den Regionalverkehr zuständige Konzernchefin Evelyn Paller.,unknown,sad,0.18022339046001434,0.24599489569664001,0.24664989113807678,0.219845712184906,0.10728609561920166
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:41.570000,0 days 00:00:45.246000,M_26,male,34,1991,rf,3.676,"Dazu brauchen wir einfache, bequeme Mobilitätslösungen von Tür zu Tür.",unknown,happy,0.33779197931289673,0.19574421644210815,0.1175193339586258,0.17242440581321716,0.17652012407779694
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:45.410000,0 days 00:00:49.086000,M_26,male,34,1991,rf,3.676,kundengerechte Busse und Züge sowie digitale Auskunfts- und Ticketlösungen.,unknown,angry,0.2260042130947113,0.2811637818813324,0.18280349671840668,0.1957782506942749,0.11425027996301651
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:52.834000,0 days 00:00:55.326000,M_26,male,34,1991,rf,2.492,"Nach dem Start des Deutschland-Tickets sei es nun wichtig,",unknown,angry,0.25288283824920654,0.2643111050128937,0.20448113977909088,0.19608086347579956,0.0822441354393959
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_rf.wav,0 days 00:00:55.842000,0 days 00:00:59.198000,M_26,male,34,1991,rf,3.356,"das Angebot im öffentlichen Personennahverkehr, ÖPNV, zu erhöhen.",unknown,happy,0.34049201011657715,0.21709129214286804,0.16981451213359833,0.16682782769203186,0.10577436536550522
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_ri.wav,0 days 00:00:17.922000,0 days 00:00:21.054000,M_26,male,34,1991,ri,3.132,Die Kartoffeln schälen und in ca. 2 mm dünne Scheiben schneiden.,unknown,angry,0.22308756411075592,0.30952927470207214,0.13293392956256866,0.21983912587165833,0.11461011320352554
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_ri.wav,0 days 00:00:23.330000,0 days 00:00:25.470000,M_26,male,34,1991,ri,2.14,fein gehackt und gepresst dazugeben.,unknown,angry,0.1687704175710678,0.3520583510398865,0.165117546916008,0.19965717196464539,0.11439644545316696
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_ri.wav,0 days 00:00:26.018000,0 days 00:00:31.326000,M_26,male,34,1991,ri,5.308,Etwas Salz und Pfeffer sowie Rosmarin beifügen und mit den Kartoffelscheiben sanft aufkochen lassen.,unknown,angry,0.20613111555576324,0.3417622148990631,0.13921897113323212,0.23951596021652222,0.07337173819541931
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_ri.wav,0 days 00:00:31.682000,0 days 00:00:35.230000,M_26,male,34,1991,ri,3.548,"Dann unter häufigem, vorsichtigem Rühren ca. 10 Minuten köcheln lassen.",unknown,angry,0.3348759710788727,0.36451461911201477,0.11779121309518814,0.09165947884321213,0.09115877747535706
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_ri.wav,0 days 00:00:38.146000,0 days 00:00:40.318000,M_26,male,34,1991,ri,2.172,Die Kartoffelmasse einfüllen und mit Käse bestreuen.,unknown,angry,0.34740278124809265,0.35540613532066345,0.0739416554570198,0.15841686725616455,0.06483256071805954
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_ri.wav,0 days 00:00:40.802000,0 days 00:00:43.006000,M_26,male,34,1991,ri,2.204,Im vorkeitzenden Ofen bei 220 Grad.,unknown,angry,0.13497498631477356,0.34056785702705383,0.21553993225097656,0.19298508763313293,0.11593211442232132
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_ri.wav,0 days 00:00:43.202000,0 days 00:00:47.294000,M_26,male,34,1991,ri,4.092,Ober- und Unterhitze ca. 15-20 Minuten auf mittlerer Schiene überbacken.,unknown,neutral,0.03502151370048523,0.054317496716976166,0.027631936594843864,0.03817920386791229,0.8448498249053955
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sc.wav,0 days 00:00:07.490000,0 days 00:00:10.078000,M_26,male,34,1991,sc,2.588,Und das besteht wie eine...,unknown,neutral,0.14966563880443573,0.1836327165365219,0.14722642302513123,0.1822431981563568,0.33723199367523193
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sc.wav,0 days 00:00:11.618000,0 days 00:00:14.302000,M_26,male,34,1991,sc,2.684,Arten aus zwei verschiedenen Soßen.,unknown,neutral,0.20045673847198486,0.18995101749897003,0.16856053471565247,0.21298357844352722,0.22804807126522064
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sc.wav,0 days 00:00:41.026000,0 days 00:00:43.870000,M_26,male,34,1991,sc,2.844,"Als Würzung für beides immer Salz, Pfeffer, Muskatnuss.",unknown,angry,0.20717735588550568,0.25203976035118103,0.18279623985290527,0.24126282334327698,0.11672379821538925
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sc.wav,0 days 00:00:49.442000,0 days 00:00:51.934000,M_26,male,34,1991,sc,2.492,dann ganz klassisch abwechselnd mit,unknown,neutral,0.12252657860517502,0.10919880121946335,0.06927412748336792,0.09316816180944443,0.6058323383331299
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sc.wav,0 days 00:00:52.610000,0 days 00:00:54.718000,M_26,male,34,1991,sc,2.108,Nudelplatten dazwischen und,unknown,neutral,0.15913814306259155,0.2302376925945282,0.15830521285533905,0.15157467126846313,0.3007442355155945
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sc.wav,0 days 00:01:00.066000,0 days 00:01:02.974000,M_26,male,34,1991,sc,2.908,"Also ja, kann ich selber zubereiten. Habe ich auch schon öfter gemacht.",unknown,happy,0.3159765899181366,0.20026059448719025,0.19046787917613983,0.10243108123540878,0.19086387753486633
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sc.wav,0 days 00:01:06.754000,0 days 00:01:08.766000,M_26,male,34,1991,sc,2.012,zeitintensiv ist vielleicht zu einmal im Monat.,unknown,neutral,0.13343974947929382,0.17906056344509125,0.1761079579591751,0.19264045357704163,0.3187512457370758
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:00:03.586000,0 days 00:00:08.830000,M_26,male,34,1991,sp,5.244,"sieht mir aus wie ein Instagram Reel, weil ich rechts oben das...",unknown,angry,0.1708097904920578,0.2657347023487091,0.17149172723293304,0.24118570983409882,0.15077804028987885
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:00:10.178000,0 days 00:00:12.766000,M_26,male,34,1991,sp,2.588,Typisch für Instagram sehe und unten links.,unknown,neutral,0.15848976373672485,0.21704238653182983,0.14378266036510468,0.1455172896385193,0.33516791462898254
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:00:12.898000,0 days 00:00:17.342000,M_26,male,34,1991,sp,4.444,der Umrandung des Profils auch in den Farben von Instagram ist.,unknown,happy,0.36004722118377686,0.1984253078699112,0.12428463250398636,0.19235573709011078,0.12488710880279541
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:00:23.618000,0 days 00:00:27.486000,M_26,male,34,1991,sp,3.868,"Icons mit Like, Kommentar und Teilen.",unknown,happy,0.2972259521484375,0.10567977279424667,0.1533614546060562,0.22086134552955627,0.22287151217460632
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:00:30.850000,0 days 00:00:40.254000,M_26,male,34,1991,sp,9.404,"gehe ich davon aus, dass es mit Musik untermalt ist, weil unten der Track angezeigt wird, der währenddessen abgespielt wird.",unknown,happy,0.24881413578987122,0.24555721879005432,0.12533007562160492,0.24170206487178802,0.1385965347290039
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:00:48.994000,0 days 00:00:52.542000,M_26,male,34,1991,sp,3.548,"Wie sie das anschaut, ist offensichtlich kein Follower, sonst wäre der Button.",unknown,neutral,0.08594335615634918,0.21702362596988678,0.1503015011548996,0.12777651846408844,0.4189550280570984
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:00:58.082000,0 days 00:01:00.638000,M_26,male,34,1991,sp,2.556,Akku vielleicht zu 70% voll ist.,unknown,angry,0.2165096551179886,0.21852776408195496,0.193983256816864,0.1963920146226883,0.17458730936050415
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:01:00.962000,0 days 00:01:03.262000,M_26,male,34,1991,sp,2.3,"die Person, die das anschaut, mit.",unknown,sad,0.16936248540878296,0.13241814076900482,0.2537638545036316,0.2010318487882614,0.2434237152338028
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:01:18.306000,0 days 00:01:21.278000,M_26,male,34,1991,sp,2.972,"einen Menschen, augenscheinlich einen Mann.",unknown,angry,0.1495133936405182,0.23973402380943298,0.17508618533611298,0.22009769082069397,0.21556873619556427
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:01:27.746000,0 days 00:01:29.822000,M_26,male,34,1991,sp,2.076,"dicht im Bart, längere Haare.",unknown,neutral,0.1380568891763687,0.2152518779039383,0.1887194663286209,0.2225155234336853,0.2354561984539032
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:01:37.250000,0 days 00:01:40.382000,M_26,male,34,1991,sp,3.132,Darauf lässt die Couch im linken Teil des Bildes schließen.,unknown,neutral,0.20345373451709747,0.20982135832309723,0.10242201387882233,0.14958792924880981,0.33471494913101196
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:01:41.474000,0 days 00:01:43.678000,M_26,male,34,1991,sp,2.204,Und rechts eine Art Kommode.,unknown,neutral,0.1303449422121048,0.21618247032165527,0.11788194626569748,0.1452973335981369,0.39029330015182495
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:01:44.802000,0 days 00:01:47.934000,M_26,male,34,1991,sp,3.132,"Links davon digitale Geräte befinden, ein Tablet und...",unknown,angry,0.16220274567604065,0.3024483621120453,0.1580321192741394,0.20703785121440887,0.17027883231639862
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:02:04.098000,0 days 00:02:06.334000,M_26,male,34,1991,sp,2.236,"gießt sie etwas ein, es sieht aus, als wäre es...",unknown,happy,0.3242427706718445,0.2843974232673645,0.09645885974168777,0.1572905033826828,0.13761040568351746
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:02:11.330000,0 days 00:02:13.662000,M_26,male,34,1991,sp,2.332,"Essen auf dem Tisch, vielleicht Kuchen oder so in der Art.",unknown,neutral,0.33671873807907104,0.08466392755508423,0.1023382842540741,0.09013344347476959,0.38614553213119507
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:02:20.226000,0 days 00:02:25.310000,M_26,male,34,1991,sp,5.084,"Oder verspätetes Frühstück, je nachdem, wenn es 12.32 Uhr ist. Aber das ist ja bloß die Zeit, wo es eingeguckt wurde.",unknown,neutral,0.07774899154901505,0.23045429587364197,0.11482470482587814,0.13872525095939636,0.43824678659439087
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:02:31.554000,0 days 00:02:33.982000,M_26,male,34,1991,sp,2.428,sich in dem Raum mitbefinden. Eine sitzt auf dem Tisch.,unknown,neutral,0.12562552094459534,0.10013359785079956,0.10697947442531586,0.1074664443731308,0.5597949624061584
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:02:34.082000,0 days 00:02:36.190000,M_26,male,34,1991,sp,2.108,"ihm gegenüber, anderer Stammenseite.",unknown,scared,0.10932932049036026,0.1928212195634842,0.19477219879627228,0.2561732828617096,0.24690400063991547
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:02:38.978000,0 days 00:02:41.214000,M_26,male,34,1991,sp,2.236,Tonischen Musikanlage und guckt ihn an.,unknown,angry,0.22746025025844574,0.29701492190361023,0.12925146520137787,0.18491387367248535,0.161359503865242
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:02:42.210000,0 days 00:02:47.614000,M_26,male,34,1991,sp,5.404,"Die, die auf dem Tisch sitzt, die Katze, schaut die dritte Katze an, die sich in den Vorhang gekrallt hat.",unknown,angry,0.0752258226275444,0.3633362650871277,0.2005583494901657,0.21809151768684387,0.14278799295425415
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:02:50.594000,0 days 00:02:52.990000,M_26,male,34,1991,sp,2.396,semi-transparent zugezogen.,unknown,neutral,0.030959567055106163,0.03435366973280907,0.03209405019879341,0.03119899518787861,0.8713937401771545
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:03:04.930000,0 days 00:03:07.678000,M_26,male,34,1991,sp,2.748,"und zwischen der Stirnseite, dem Stuhl und",unknown,neutral,0.1170736700296402,0.22191964089870453,0.16508562862873077,0.14406909048557281,0.3518519401550293
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:03:08.802000,0 days 00:03:11.230000,M_26,male,34,1991,sp,2.428,"An der anderen Seite liegt ein Sitzsack, ein brauner.",unknown,sad,0.012222706340253353,0.23864999413490295,0.5123440623283386,0.01956745609641075,0.21721574664115906
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:03:15.042000,0 days 00:03:18.494000,M_26,male,34,1991,sp,3.452,"Gefliesst mit glänzenden Fliesen, also scheint auch sauber zu sein.",unknown,neutral,0.25489217042922974,0.06250344216823578,0.03462768718600273,0.0362270288169384,0.6117497086524963
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:03:29.154000,0 days 00:03:31.358000,M_26,male,34,1991,sp,2.204,"an den Wänden, also zwischen",unknown,neutral,0.1257883906364441,0.1490415781736374,0.14532342553138733,0.1442681849002838,0.4355784058570862
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:03:36.066000,0 days 00:03:38.206000,M_26,male,34,1991,sp,2.14,nach oben hin offen. Man sieht nicht genau.,unknown,neutral,0.09425479173660278,0.1880366951227188,0.12452699989080429,0.11694362014532089,0.476237952709198
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:03:40.546000,0 days 00:03:42.942000,M_26,male,34,1991,sp,2.396,wo es hingeht. Das ist ein bläulicher Schimmer oben.,unknown,happy,0.9326485991477966,0.014298351481556892,0.005833027884364128,0.011873197741806507,0.03534676879644394
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:03:47.010000,0 days 00:03:49.022000,M_26,male,34,1991,sp,2.012,"Man könnte jetzt vermuten, dass...",unknown,angry,0.20885351300239563,0.23902565240859985,0.20031428337097168,0.19479477405548096,0.15701180696487427
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:03:50.242000,0 days 00:03:52.574000,M_26,male,34,1991,sp,2.332,"Die Person, die das Reel gedreht hat, der ist...",unknown,angry,0.10546927899122238,0.2932445704936981,0.22750955820083618,0.29217809438705444,0.08159849792718887
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:03:52.706000,0 days 00:03:56.606000,M_26,male,34,1991,sp,3.9,"um eine Alltagssituation geht, wie man Katzen lebt quasi.",unknown,neutral,0.23876452445983887,0.1298678070306778,0.11375235766172409,0.08354465663433075,0.4340707063674927
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:03:57.282000,0 days 00:04:00.414000,M_26,male,34,1991,sp,3.132,was es da für Probleme geben kann oder für witzige Sachen.,unknown,happy,0.33326083421707153,0.2399890273809433,0.11093592643737793,0.18803617358207703,0.12777800858020782
./experiments/essv26_emotionalportrayal/data/./german/G_1991_M_26/G_1991_M_26_sp.wav,0 days 00:04:01.090000,0 days 00:04:03.358000,M_26,male,34,1991,sp,2.268,Das wäre jetzt meine Vermutung.,unknown,neutral,0.15209873020648956,0.1995595544576645,0.13432888686656952,0.15958872437477112,0.3544240891933441
